LU,post_id,gold
retard,1117997582284775424_twitter,0
war,1117997582284775424_twitter,0
experience,1117997582284775424_twitter,0
raw,1117997582284775424_twitter,0
prevent,1117424980080386048_twitter,0
redneck,1117424980080386048_twitter,0
<user>,1178825113115848706_twitter,0
disrespect,1178825113115848706_twitter,0
version,1178825113115848706_twitter,0
<user>,1178733429434834945_twitter,0
pink,1178733429434834945_twitter,0
faggots,1178733429434834945_twitter,1
<user>,1179016856868446208_twitter,0
peace,1179016856868446208_twitter,0
nationalist,1179016856868446208_twitter,0
abuse,1179016856868446208_twitter,0
violence,1179016856868446208_twitter,0
allows,1179016856868446208_twitter,0
mass,1179016856868446208_twitter,0
shootings,1179016856868446208_twitter,0
murders,1179016856868446208_twitter,0
interests,1179016856868446208_twitter,0
number,1179016856868446208_twitter,0
countries,1179016856868446208_twitter,0
everything,1179016856868446208_twitter,0
planet,1179016856868446208_twitter,0
greasy,17420462_gab,1
nigger,17420462_gab,1
right,17420462_gab,0
<user>,1179084736037302272_twitter,0
dude,1179084736037302272_twitter,0
ion,1179084736037302272_twitter,0
use,1179084736037302272_twitter,0
em,1179084736037302272_twitter,0
niggas,1179084736037302272_twitter,0
shit,1179084736037302272_twitter,0
<user>,1178320408292057091_twitter,0
terrorists,1178320408292057091_twitter,0
jihadist,1178320408292057091_twitter,0
fights,1178320408292057091_twitter,0
america,1178320408292057091_twitter,0
terrorist,1178320408292057091_twitter,0
supremacist,1178320408292057091_twitter,0
kike,15174706_gab,1
jewess,15174706_gab,0
piece,15174706_gab,0
garbage,15174706_gab,0
sleep,15174706_gab,0
spent,17389341_gab,0
<number>,17389341_gab,0
years,17389341_gab,0
school,17389341_gab,0
crush,17389341_gab,0
moslem,13536543_gab,1
shooter,13536543_gab,0
looks,17418297_gab,0
theyre,17418297_gab,0
bunch,17418297_gab,0
sluts,17418297_gab,1
nigger,17418297_gab,1
tier,17418297_gab,0
queers,3869967_gab,1
islam,15736765_gab,0
religion,15736765_gab,0
peace,15736765_gab,0
danger,15736765_gab,0
violence,15736765_gab,0
response,15736765_gab,0
move,15736765_gab,0
trump,15736765_gab,0
kike,15736765_gab,1
moslems,15736765_gab,0
nigger,26424935_gab,1
brought,26424935_gab,0
self,26424935_gab,0
bullet,26424935_gab,0
proof,26424935_gab,0
lmao,26424935_gab,0
people,12477646_gab,0
want,12477646_gab,0
non,12477646_gab,0
blacks,12477646_gab,0
nigga,12477646_gab,0
nigger,12477646_gab,0
negro,12477646_gab,0
stop,12477646_gab,0
ok,25854526_gab,0
yid,25854526_gab,1
put,1179103811572510720_twitter,0
money,1179103811572510720_twitter,0
retard,1179103811572510720_twitter,0
<number>,1179103811572510720_twitter,0
seconds,1179103811572510720_twitter,0
west,1179103811572510720_twitter,0
start,1179103811572510720_twitter,0
season,1179103811572510720_twitter,0
<user>,1178891054164185089_twitter,0
oh,1178891054164185089_twitter,0
thought,1178891054164185089_twitter,0
racism,1178891054164185089_twitter,0
thing,1178891054164185089_twitter,0
saw,1178891054164185089_twitter,0
queer,1178891054164185089_twitter,0
trans,1178891054164185089_twitter,0
etc,1178891054164185089_twitter,0
night,11598944_gab,0
kind,11598944_gab,0
drunk,11598944_gab,0
held,11598944_gab,0
time,11598944_gab,0
nigger,11598944_gab,1
past,11598944_gab,0
bus,11598944_gab,0
niggers,13465906_gab,1
rape,13465906_gab,0
<number>,13465906_gab,0
year,13465906_gab,0
women,13465906_gab,0
muh,13465906_gab,0
humanity,13465906_gab,0
men,13465906_gab,0
races,13465906_gab,0
feature,13465906_gab,0
sheboons,13465906_gab,1
yes,27546255_gab,0
everybody,27546255_gab,0
ask,27546255_gab,0
right,27546255_gab,0
ruin,27546255_gab,0
life,27546255_gab,0
bull,27546255_gab,1
dyke,27546255_gab,1
ricky,27546255_gab,0
vaughn,27546255_gab,0
tits,27546255_gab,0
<user>,27546255_gab,0
<user>,1178753377813053441_twitter,0
election,1178753377813053441_twitter,0
day,1178753377813053441_twitter,0
slap,1178753377813053441_twitter,0
usa,1178753377813053441_twitter,0
saudi,1178753377813053441_twitter,0
king,1178753377813053441_twitter,0
tea,1178753377813053441_twitter,0
party,1178753377813053441_twitter,0
muslim,1178753377813053441_twitter,0
brotherhood,1178753377813053441_twitter,0
house,1178753377813053441_twitter,0
lies,1178753377813053441_twitter,0
faith,1178753377813053441_twitter,0
<money>,1178753377813053441_twitter,0
iran,1178753377813053441_twitter,0
christian,1178753377813053441_twitter,0
genocide,1178753377813053441_twitter,0
iraq,1178753377813053441_twitter,0
leader,1178753377813053441_twitter,0
whites,17317750_gab,0
lead,17317750_gab,0
moderate,17317750_gab,0
civic,17317750_gab,0
nationalist,17317750_gab,0
right,17317750_gab,0
alt,17317750_gab,0
zionist,17317750_gab,0
jews,17317750_gab,0
nigger,17317750_gab,1
policies,17317750_gab,0
socialism,17317750_gab,0
end,17317750_gab,0
way,17317750_gab,0
fuck,16555611_gab,0
nigger,16555611_gab,1
church,12052665_gab,0
communism,12052665_gab,0
kike,12052665_gab,1
hitler,12052665_gab,0
tolerant,12052665_gab,0
approach,12052665_gab,0
meant,12052665_gab,0
time,12052665_gab,0
side,12052665_gab,0
convert,15038989_gab,0
begin,15038989_gab,0
kike,15038989_gab,1
politicians,15038989_gab,0
female,27654476_gab,1
nigger,27654476_gab,1
land,27654476_gab,0
beat,7225671_gab,0
moon,7225671_gab,0
negresses,7225671_gab,1
<user>,1179102987911880704_twitter,0
press,1179102987911880704_twitter,0
faggot,1179102987911880704_twitter,1
gay,1179102987911880704_twitter,1
bitch,1179014561917280259_twitter,0
yeah,1179014561917280259_twitter,0
damn,1179014561917280259_twitter,0
omg,1179014561917280259_twitter,0
yes,1179014561917280259_twitter,0
jumped,1179014561917280259_twitter,0
moment,1179014561917280259_twitter,0
didnt,1179014561917280259_twitter,0
understand,1179014561917280259_twitter,0
look,1179014561917280259_twitter,0
<user>,1179027881495842816_twitter,0
person,1179027881495842816_twitter,0
jihadists,1179027881495842816_twitter,0
government,1179027881495842816_twitter,0
level,1179027881495842816_twitter,0
jihadi,1179027881495842816_twitter,0
nothing,17137733_gab,0
lies,17137733_gab,0
nigger,17137733_gab,1
kike,17137733_gab,1
told,17137733_gab,0
forget,17137733_gab,0
dozens,17137733_gab,0
war,17137733_gab,0
years,17137733_gab,0
idiots,17137733_gab,0
destroyed,17137733_gab,0
u,17137733_gab,0
fucks,17137733_gab,0
gonna,17137733_gab,0
destroy,17137733_gab,0
lives,17137733_gab,0
matter,17137733_gab,0
bye,17137733_gab,0
<user>,1179083349291233280_twitter,0
please,1179083349291233280_twitter,0
learn,1179083349291233280_twitter,0
meaning,1179083349291233280_twitter,0
refugee,1179083349291233280_twitter,0
illegals,1179083349291233280_twitter,0
citizens,1179083349291233280_twitter,0
<user>,1178800417947303936_twitter,0
words,1178800417947303936_twitter,0
wish,1178800417947303936_twitter,0
walk,1178800417947303936_twitter,0
rape,1178800417947303936_twitter,0
shoes,1178800417947303936_twitter,0
hope,1178800417947303936_twitter,0
okay,1178800417947303936_twitter,0
<user>,1179062268073521152_twitter,0
blown,1179062268073521152_twitter,0
jihadi,1179062268073521152_twitter,0
hussein,1179062268073521152_twitter,0
dear,10037602_gab,0
niggers,10037602_gab,1
fuck,10037602_gab,0
poverty,10037602_gab,0
crime,10037602_gab,0
neighborhoods,10037602_gab,0
niglets,10037602_gab,1
fathers,10037602_gab,0
cops,10037602_gab,0
rate,10037602_gab,0
lives,10037602_gab,0
matter,10037602_gab,0
want,10037602_gab,0
need,10037602_gab,0
smart,10037602_gab,0
people,10037602_gab,0
<user>,1178509183282503681_twitter,0
hate,1178509183282503681_twitter,0
love,1178509183282503681_twitter,0
others,1178509183282503681_twitter,0
desire,1178509183282503681_twitter,0
tomorrow,1178509183282503681_twitter,0
everyone,1178509183282503681_twitter,0
straight,1178509183282503681_twitter,0
christians,1178509183282503681_twitter,0
look,1178993701995110402_twitter,0
extreme,1178993701995110402_twitter,0
lack,1178993701995110402_twitter,0
regard,1178993701995110402_twitter,0
okay,1178993701995110402_twitter,0
accept,1178993701995110402_twitter,0
sack,1178993701995110402_twitter,0
dress,1178993701995110402_twitter,0
<user>,1178284117038813184_twitter,0
bat,1178284117038813184_twitter,0
chong,1178284117038813184_twitter,0
bro,1178245926223110145_twitter,0
ghetto,1178245926223110145_twitter,1
ppl,1178245926223110145_twitter,0
nobody,1178757394177957889_twitter,0
tell,1178757394177957889_twitter,0
nigga,1178757394177957889_twitter,0
guy,20318172_gab,0
nigger,20318172_gab,1
kids,20318172_gab,0
moron,20318172_gab,0
trump,20318172_gab,0
jew,20318172_gab,1
ass,1179080727280967681_twitter,0
eye,1179080727280967681_twitter,0
damn,1179080727280967681_twitter,0
day,1179080727280967681_twitter,0
<number>,17564560_gab,0
dogs,17564560_gab,0
gods,17564560_gab,0
mudslimes,17564560_gab,1
hate,17564560_gab,0
world,25428247_gab,0
trump,25428247_gab,0
kike,25428247_gab,1
scam,25428247_gab,0
beef,1178738502831198213_twitter,0
nigga,1178738502831198213_twitter,0
wife,1179104458351009792_twitter,0
head,1179104458351009792_twitter,0
table,1179104458351009792_twitter,0
hand,1179104458351009792_twitter,0
dog,1179104458351009792_twitter,0
<user>,1179102478710837249_twitter,0
taco,1179102478710837249_twitter,1
man,1179102478710837249_twitter,1
<user>,1179101500204818433_twitter,0
bro,1179101500204818433_twitter,0
skin,1179101500204818433_twitter,0
ima,1179105308561461249_twitter,0
pull,1179105308561461249_twitter,0
watch,1179105308561461249_twitter,0
joker,1179105308561461249_twitter,0
movie,1179105308561461249_twitter,0
racist,1179105308561461249_twitter,0
crazy,1179105308561461249_twitter,0
boy,1179105308561461249_twitter,0
mean,21492394_gab,0
guess,21492394_gab,0
kike,21492394_gab,1
fox,9377220_gab,0
business,9377220_gab,0
houston,9377220_gab,0
negress,9377220_gab,1
jackson,9377220_gab,0
lee,9377220_gab,0
trump,9377220_gab,0
found,9377220_gab,0
sports,9377220_gab,0
plays,9377220_gab,0
hold,9377220_gab,0
<user>,2794893_gab,0
trump,2794893_gab,0
cnn,2794893_gab,0
want,2794893_gab,0
idiot,2794893_gab,0
queers,2794893_gab,0
smarter,2794893_gab,0
india,2794893_gab,0
obama,2794893_gab,0
laws,2794893_gab,0
body,2794893_gab,0
racist,2794893_gab,0
alt,12075675_gab,0
jew,12075675_gab,1
nigger,12075675_gab,1
faggots,12075675_gab,1
feminists,16283023_gab,0
gotta,16283023_gab,0
turn,16283023_gab,0
dyke,16283023_gab,1
call,1178879179086917637_twitter,0
men,1178879179086917637_twitter,0
love,1178879179086917637_twitter,0
things,1178879179086917637_twitter,0
secret,1178879179086917637_twitter,0
thru,1178879179086917637_twitter,0
line,1178879179086917637_twitter,0
structure,1178879179086917637_twitter,0
dont,1178879179086917637_twitter,0
everyone,1178879179086917637_twitter,0
evidence,1178879179086917637_twitter,0
<user>,1179013740613816321_twitter,0
hate,1179013740613816321_twitter,0
dykes,1179013740613816321_twitter,1
think,1179013740613816321_twitter,0
child,1179013740613816321_twitter,0
children,1179013740613816321_twitter,0
<user>,1179071808127094786_twitter,0
pakistan,1179071808127094786_twitter,0
bangladesh,1179071808127094786_twitter,0
muslim,1179071808127094786_twitter,0
majority,1179071808127094786_twitter,0
nations,1179071808127094786_twitter,0
persecute,1179071808127094786_twitter,0
minorities,1179071808127094786_twitter,0
india,1179071808127094786_twitter,0
hindus,1179071808127094786_twitter,0
sikhs,1179071808127094786_twitter,0
christians,1179071808127094786_twitter,0
refugees,1179071808127094786_twitter,0
pak,1179071808127094786_twitter,0
muslims,1179071808127094786_twitter,0
u,17504619_gab,0
cares,17504619_gab,0
jews,17504619_gab,0
care,17504619_gab,0
shut,17504619_gab,0
anglin,17504619_gab,0
kike,17504619_gab,1
moves,17504619_gab,0
losers,17504619_gab,0
wars,17504619_gab,0
israel,17504619_gab,0
fought,17504619_gab,0
soldiers,17504619_gab,1
fight,17504619_gab,0
muslimes,20898872_gab,1
die,20898872_gab,1
halal,20898872_gab,0
fashion,20898872_gab,0
<user>,1179099681923747842_twitter,0
christian,1179099681923747842_twitter,0
arabs,1179099681923747842_twitter,0
super,1179099681923747842_twitter,0
names,1179099681923747842_twitter,0
arab,1179099681923747842_twitter,0
think,1178646595249856512_twitter,0
trump,1178646595249856512_twitter,0
cult,1178646595249856512_twitter,0
want,1178646595249856512_twitter,0
kill,1178646595249856512_twitter,0
fellow,1178646595249856512_twitter,0
americans,1178646595249856512_twitter,0
attention,1178646595249856512_twitter,0
number,1178646595249856512_twitter,0
men,1178646595249856512_twitter,0
attack,1178646595249856512_twitter,0
terrorist,1178646595249856512_twitter,0
threats,1178646595249856512_twitter,0
war,1178646595249856512_twitter,0
arabs,1179038234296193025_twitter,0
skin,1179038234296193025_twitter,0
race,1179038234296193025_twitter,0
war,1179038234296193025_twitter,0
<user>,1178755558544936966_twitter,0
president,1178755558544936966_twitter,0
rag,1178755558544936966_twitter,1
head,1178755558544936966_twitter,1
club,1178755558544936966_twitter,1
want,1178879881070960641_twitter,0
straight,1178879881070960641_twitter,0
male,1178879881070960641_twitter,0
friend,1178879881070960641_twitter,0
nigga,1178879881070960641_twitter,0
shit,1178879881070960641_twitter,0
queer,1178879881070960641_twitter,0
friends,1178879881070960641_twitter,0
end,1178879881070960641_twitter,0
group,1178879881070960641_twitter,0
<user>,3130374_gab,0
ban,3130374_gab,1
islam,3130374_gab,1
forms,3130374_gab,0
moslem,3130374_gab,0
religion,3130374_gab,0
speak,3130374_gab,0
muslims,3130374_gab,1
steal,3130374_gab,1
kill,3130374_gab,1
destroy,3130374_gab,1
jesus,3130374_gab,0
john,3130374_gab,0
<time>,3130374_gab,0
vote,19941841_gab,0
penis,19941841_gab,0
size,19941841_gab,0
weird,19941841_gab,0
dyke,19941841_gab,1
move,19941841_gab,0
justin,17080314_gab,0
trudeau,17080314_gab,0
faggot,17080314_gab,1
loves,17080314_gab,0
muzzies,17080314_gab,1
canadians,17080314_gab,0
heard,17080314_gab,0
convert,17080314_gab,0
goat,17080314_gab,1
news,19509084_gab,0
trump,19509084_gab,0
plans,19509084_gab,0
meet,19509084_gab,0
yesterday,19509084_gab,0
kike,19509084_gab,1
nuke,19509084_gab,0
n,19509084_gab,0
korea,19509084_gab,0
beaner,22750351_gab,1
favorite,22750351_gab,0
player,22750351_gab,0
wall,22750351_gab,0
choose,26821350_gab,0
wife,26821350_gab,0
pick,26821350_gab,0
nigger,26821350_gab,1
bitches,1179045055136444421_twitter,0
girls,1179045055136444421_twitter,0
guys,1179045055136444421_twitter,0
dumb,1179045055136444421_twitter,1
hoe,1179045055136444421_twitter,1
room,1179084191536963588_twitter,0
folks,1179084191536963588_twitter,0
ones,1179084191536963588_twitter,0
lol,1179084191536963588_twitter,0
<user>,1178867951732248577_twitter,0
lmao,1178867951732248577_twitter,0
nigger,1178867951732248577_twitter,1
<user>,1179080198202912769_twitter,0
politicians,1179080198202912769_twitter,0
folks,1179080198202912769_twitter,0
support,1179080198202912769_twitter,0
aliens,1179080198202912769_twitter,0
citizens,1179080198202912769_twitter,0
holy,12370283_gab,0
crap,12370283_gab,0
<user>,12370283_gab,0
twitter,12370283_gab,0
nigger,12370283_gab,1
meme,12370283_gab,0
look,12370283_gab,0
trump,12370283_gab,0
un,12370283_gab,0
speech,12370283_gab,0
yeah,16874612_gab,0
dumb,16874612_gab,1
nigger,16874612_gab,1
evil,16874612_gab,0
kikes,16874612_gab,1
nazis,16874612_gab,0
someone,16874612_gab,0
call,16874612_gab,0
smell,16874612_gab,0
screen,16874612_gab,0
<user>,1178382981003710464_twitter,0
alien,1178382981003710464_twitter,0
house,1178382981003710464_twitter,0
needs,1178382981003710464_twitter,0
parents,1178382981003710464_twitter,0
baby,1178382981003710464_twitter,0
west,1178382981003710464_twitter,0
hate,1178195367982227456_twitter,1
girls,1178195367982227456_twitter,1
yo,1178195367982227456_twitter,0
<user>,1179005981235335169_twitter,0
r,1179005981235335169_twitter,0
brothers,1179005981235335169_twitter,0
muslim,1179005981235335169_twitter,0
countries,1179005981235335169_twitter,0
support,1179005981235335169_twitter,0
loss,1179005981235335169_twitter,0
<user>,1179083005308145664_twitter,0
love,1179083005308145664_twitter,0
world,1179083005308145664_twitter,0
persons,1179083005308145664_twitter,0
eyes,1179083005308145664_twitter,0
wild,1179083005308145664_twitter,0
want,1178303521592135680_twitter,0
stay,1178303521592135680_twitter,0
shit,1178303521592135680_twitter,0
lgbt,1178303521592135680_twitter,0
community,1178303521592135680_twitter,0
monkeys,1178303521592135680_twitter,0
niggers,1178303521592135680_twitter,0
fit,1178303521592135680_twitter,0
cut,1178303521592135680_twitter,0
<user>,1179094796578824195_twitter,0
sound,1179094796578824195_twitter,0
tech,1179094796578824195_twitter,0
folks,1179094796578824195_twitter,0
assholes,1179094796578824195_twitter,0
thought,1179094796578824195_twitter,0
glad,1179094796578824195_twitter,0
speech,1179094796578824195_twitter,0
rights,1179094796578824195_twitter,0
cancel,1179094796578824195_twitter,0
culture,1179094796578824195_twitter,0
queer,1179094796578824195_twitter,1
theory,1179094796578824195_twitter,0
wtf,1179094796578824195_twitter,0
control,1179094796578824195_twitter,0
moslem,17057906_gab,0
reaction,17057906_gab,0
authority,17057906_gab,0
need,17057906_gab,0
uk,17057906_gab,0
ideology,17057906_gab,0
joke,17057906_gab,0
family,17057906_gab,0
vox,15989475_gab,0
policy,15989475_gab,0
goals,15989475_gab,0
move,15989475_gab,0
fire,15989475_gab,0
part,15989475_gab,0
right,15989475_gab,0
lefty,15989475_gab,1
kikes,15989475_gab,1
trump,15989475_gab,0
threat,15989475_gab,0
kike,15989475_gab,1
care,15989475_gab,0
goat,11252192_gab,0
attempt,11252192_gab,0
flee,11252192_gab,0
raghead,11252192_gab,0
love,11252192_gab,0
u,26725075_gab,0
something,26725075_gab,0
someone,26725075_gab,0
anything,26725075_gab,0
call,26725075_gab,0
nigger,26725075_gab,0
move,26725075_gab,0
guess,15681638_gab,0
token,15681638_gab,1
niglets,15681638_gab,1
wedding,15681638_gab,0
glad,18946604_gab,0
top,18946604_gab,0
kike,18946604_gab,1
hold,18946604_gab,0
movement,18946604_gab,0
ol,1172195753617285120_twitter,0
bitch,1172195753617285120_twitter,0
tell,1109138692126453760_twitter,0
hoes,1109138692126453760_twitter,0
break,1109138692126453760_twitter,0
fuck,1109138692126453760_twitter,0
asap,1184640429733474304_twitter,0
talkin,1184640429733474304_twitter,0
bout,1184640429733474304_twitter,0
sex,1184640429733474304_twitter,0
nigga,1184640429733474304_twitter,0
join,1184640429733474304_twitter,0
club,1184640429733474304_twitter,0
bitches,1116784627291709440_twitter,1
change,1116784627291709440_twitter,0
niggas,1116784627291709440_twitter,0
bitches,1188242648999571472_twitter,1
pussy,1188242648999571472_twitter,0
problem,1178783093341048832_twitter,0
people,1178783093341048832_twitter,0
racist,1178783093341048832_twitter,0
think,1178783093341048832_twitter,0
diversity,1178783093341048832_twitter,0
majority,1178783093341048832_twitter,0
environment,1178783093341048832_twitter,0
value,1178783093341048832_twitter,0
action,1178783093341048832_twitter,0
nothing,1178783093341048832_twitter,0
okay,1178783093341048832_twitter,0
muzzie,14021780_gab,1
want,14021780_gab,0
muzzies,14021780_gab,0
wife,14021780_gab,0
religion,14021780_gab,0
piss,14021780_gab,0
way,14021780_gab,0
start,14021780_gab,0
homophobia,1177933242940493824_twitter,0
longer,1177933242940493824_twitter,0
exists,1177933242940493824_twitter,0
call,1177933242940493824_twitter,0
people,1177933242940493824_twitter,0
faggots,1177933242940493824_twitter,0
gay,1177933242940493824_twitter,0
paedophiles,1177933242940493824_twitter,0
quote,1177933242940493824_twitter,0
politician,1177933242940493824_twitter,0
<user>,1179079276928389120_twitter,0
yes,1179079276928389120_twitter,0
<number>,1179079276928389120_twitter,0
year,1179079276928389120_twitter,0
boys,1179079276928389120_twitter,0
bio,1179079276928389120_twitter,0
found,1179077559381704704_twitter,0
account,1179077559381704704_twitter,0
instagram,1179077559381704704_twitter,0
wanna,1179077559381704704_twitter,0
ask,1179077559381704704_twitter,0
reason,15315340_gab,0
kike,15315340_gab,1
faggots,15315340_gab,1
niggas,1179099484837629952_twitter,0
girl,1179099484837629952_twitter,0
movie,1179099484837629952_twitter,0
<user>,1178891883071688709_twitter,0
imma,1178891883071688709_twitter,0
upset,1178891883071688709_twitter,0
houston,1178891883071688709_twitter,0
nobody,23788932_gab,0
shit,23788932_gab,0
moslem,23788932_gab,1
scumbag,23788932_gab,1
supports,23788932_gab,0
coward,23788932_gab,0
anything,23788932_gab,0
trump,23788932_gab,0
decision,23788932_gab,0
idiot,23788932_gab,0
boy,23788932_gab,0
trudeau,23788932_gab,0
<user>,1178992429485047808_twitter,0
dindu,1178992429485047808_twitter,0
nuffin,1178992429485047808_twitter,0
shot,1178992429485047808_twitter,0
<user>,1178812675381501957_twitter,0
hoes,1178812675381501957_twitter,1
<user>,1179096985158205440_twitter,0
correct,1179096985158205440_twitter,0
crime,1179096985158205440_twitter,0
bring,1179096985158205440_twitter,0
fact,1179096985158205440_twitter,0
people,1179096985158205440_twitter,0
killers,1179096985158205440_twitter,0
plan,1179096985158205440_twitter,0
murders,1179096985158205440_twitter,0
blacks,1179096985158205440_twitter,0
murder,1179096985158205440_twitter,0
<user>,1179103697495830534_twitter,0
sounds,1179103697495830534_twitter,0
trash,1179103697495830534_twitter,1
please,1178508067958382592_twitter,0
week,1178508067958382592_twitter,0
anybody,1178508067958382592_twitter,0
nigger,1178508067958382592_twitter,1
<user>,1179094510241861632_twitter,0
sheriff,1179094510241861632_twitter,0
interview,1179094510241861632_twitter,0
truth,1179094510241861632_twitter,0
murder,1179094510241861632_twitter,0
lives,1179094510241861632_twitter,0
matter,1179094510241861632_twitter,0
<user>,1179088644159787014_twitter,0
queen,1179088644159787014_twitter,0
mix,1179088644159787014_twitter,0
queer,1179088644159787014_twitter,0
insult,1179088644159787014_twitter,0
name,1179088644159787014_twitter,0
bring,1178702948806938625_twitter,0
disease,1178702948806938625_twitter,0
humanity,1178702948806938625_twitter,0
beautiful,1178702948806938625_twitter,0
reality,16728755_gab,0
<percent>,16728755_gab,0
whites,16728755_gab,0
vote,16728755_gab,0
niggers,16728755_gab,1
trump,16728755_gab,0
needs,16728755_gab,0
pull,16728755_gab,0
democrats,16728755_gab,0
muh,16728755_gab,0
maga,16728755_gab,0
hat,16728755_gab,0
nigger,16728755_gab,1
shit,16728755_gab,1
<user>,16728755_gab,0
people,10842242_gab,0
moslem,10842242_gab,0
slave,10842242_gab,0
owners,10842242_gab,0
middle,10842242_gab,0
east,10842242_gab,0
north,10842242_gab,0
africa,10842242_gab,0
paki,5803321_gab,0
bring,5803321_gab,0
board,5803321_gab,0
risk,5803321_gab,0
nigger,11355837_gab,1
tho,11355837_gab,0
burn,17345919_gab,0
hell,17345919_gab,0
muzzies,17345919_gab,1
nehlen,24198815_gab,0
beaner,24198815_gab,1
please,24198815_gab,0
broke,1163533630855155714_twitter,0
dirty,1163533630855155714_twitter,0
ass,1163533630855155714_twitter,0
bitch,1163533630855155714_twitter,1
hairy,1163533630855155714_twitter,0
story,1142136930081153025_twitter,0
niggas,1142136930081153025_twitter,0
city,1163262808835985408_twitter,0
weird,1163262808835985408_twitter,0
taste,1163262808835985408_twitter,0
men,1163262808835985408_twitter,0
women,1163262808835985408_twitter,0
b,1116866571434115073_twitter,0
hoe,1116866571434115073_twitter,0
dey,1116866571434115073_twitter,0
<percent>,1116866571434115073_twitter,0
pussy,1118183016638164993_twitter,0
niggas,1118183016638164993_twitter,0
jeans,1118183016638164993_twitter,0
tho,1110229370558472196_twitter,0
lmao,1110229370558472196_twitter,0
hate,1110229370558472196_twitter,0
dirty,1110229370558472196_twitter,0
bitches,1110229370558472196_twitter,1
<user>,1179104230126153728_twitter,0
yes,1179104230126153728_twitter,0
refugee,1179104230126153728_twitter,0
hindus,1179104230126153728_twitter,0
<user>,1178902367590342657_twitter,0
police,1178902367590342657_twitter,0
union,1178902367590342657_twitter,0
rag,1178902367590342657_twitter,0
head,1178902367590342657_twitter,0
woman,1178902367590342657_twitter,0
racist,1178902367590342657_twitter,0
cop,1178902367590342657_twitter,0
wanna,1179084492624953345_twitter,0
im,1179084492624953345_twitter,0
horny,1179084492624953345_twitter,0
<sad>,1179084492624953345_twitter,0
<user>,1178842875490131968_twitter,0
alien,1178842875490131968_twitter,0
child,1178842875490131968_twitter,0
<number>,1178842875490131968_twitter,0
<user>,1179034258549039104_twitter,0
hero,1179034258549039104_twitter,0
worship,1179034258549039104_twitter,0
chamber,1179034258549039104_twitter,0
admit,1179034258549039104_twitter,0
anything,1179034258549039104_twitter,0
bring,1179034258549039104_twitter,0
feminazi,1179034258549039104_twitter,0
hit,1179034258549039104_twitter,0
price,1179034258549039104_twitter,0
part,1179034258549039104_twitter,0
attack,1179034258549039104_twitter,0
straight,1179034258549039104_twitter,0
men,1179034258549039104_twitter,0
leadership,1179034258549039104_twitter,0
<user>,4577727_gab,0
saw,4577727_gab,0
sad,4577727_gab,0
couple,4577727_gab,0
<number>,4577727_gab,0
store,4577727_gab,0
care,4577727_gab,0
degenerate,4577727_gab,0
mudshark,4577727_gab,1
daughter,4577727_gab,0
spawn,4577727_gab,0
sick,13286906_gab,0
kike,13286906_gab,1
adopt,13286906_gab,0
girl,13286906_gab,0
purpose,13286906_gab,0
heard,13286906_gab,0
something,13286906_gab,0
years,13286906_gab,0
media,13286906_gab,0
quick,13286906_gab,0
oh,15805591_gab,0
heads,15805591_gab,0
types,15805591_gab,0
read,15805591_gab,0
stuff,15805591_gab,0
lib,15805591_gab,0
dykes,15805591_gab,1
post,14102861_gab,0
kike,14102861_gab,1
calls,14102861_gab,0
people,14102861_gab,0
seem,14102861_gab,0
forgot,14102861_gab,0
jews,14102861_gab,0
jesus,14102861_gab,0
problem,14102861_gab,0
whoever,16757317_gab,0
want,16757317_gab,0
office,16757317_gab,0
sure,16757317_gab,0
fuck,16757317_gab,0
nigger,16757317_gab,1
lover,16757317_gab,1
nigger,11580960_gab,1
fag,11580960_gab,1
wonder,11580960_gab,0
action,11580960_gab,0
push,11580960_gab,0
business,1178297577172848640_twitter,0
niggers,1178297577172848640_twitter,0
way,1178297577172848640_twitter,0
hate,1178297577172848640_twitter,0
<user>,1177428537311158272_twitter,0
fact,1177428537311158272_twitter,0
violence,1177428537311158272_twitter,0
speech,1177428537311158272_twitter,0
job,1177428537311158272_twitter,0
trouble,1177428537311158272_twitter,0
cause,1177428537311158272_twitter,0
racists,1177428537311158272_twitter,0
punishment,1177428537311158272_twitter,0
sum,1177428537311158272_twitter,0
somebody,1177428537311158272_twitter,0
call,1177428537311158272_twitter,0
nigger,1177428537311158272_twitter,0
everytime,1179048516058075136_twitter,0
stefan,1179048516058075136_twitter,0
duck,1179048516058075136_twitter,0
nigger,1179048516058075136_twitter,1
river,1179024390735962112_twitter,0
name,1179024390735962112_twitter,0
nigger,1179024390735962112_twitter,1
nigger,1179009569802117120_twitter,1
waste,1179009569802117120_twitter,0
time,1179009569802117120_twitter,0
fuck,1179009569802117120_twitter,0
<user>,1178959013842694144_twitter,0
nigger,1178959013842694144_twitter,1
iq,13159904_gab,0
mind,13159904_gab,0
nigger,13159904_gab,1
care,14261862_gab,0
bitching,14261862_gab,0
beaner,14261862_gab,1
fix,14261862_gab,0
nope,14261862_gab,0
luck,14261862_gab,0
kike,18593688_gab,1
company,18593688_gab,0
yeah,18593688_gab,0
album,20872466_gab,0
<number>,20872466_gab,0
joking,20872466_gab,0
nigger,20872466_gab,0
r,20872466_gab,0
songs,20872466_gab,0
west,21261762_gab,0
n,21261762_gab,0
word,21261762_gab,0
deal,21261762_gab,0
lady,21261762_gab,0
nigger,21261762_gab,1
watch,21261762_gab,0
tv,21261762_gab,0
